Trial,Cycles Per Pixel,Spatial Frequency,Temporal Frequency,Direction,Time
blank,0.0109375,0.25,1,0,1601.381711
stationary,0.0109375,0.25,1,0,1602.3831299
moving,0.0109375,0.25,1,0,1603.384363
blank,0.00546875,0.125,2,90,1606.4365365
stationary,0.00546875,0.125,2,90,1607.4374911
moving,0.00546875,0.125,2,90,1608.4414203
blank,0.00108388,0.0247745,10.091,270,1611.5221106
stationary,0.00108388,0.0247745,10.091,270,1612.5297816
moving,0.00108388,0.0247745,10.091,270,1613.5308739
blank,0.00386699,0.0883883,2.82843,315,1616.6063482
stationary,0.00386699,0.0883883,2.82843,315,1617.607504
moving,0.00386699,0.0883883,2.82843,315,1618.6111611
blank,0.00273438,0.0625,4,45,1621.6886659
stationary,0.00273438,0.0625,4,45,1622.6896612
moving,0.00273438,0.0625,4,45,1623.6952238
blank,0.0019335,0.0441942,5.65685,135,1626.7762552
stationary,0.0019335,0.0441942,5.65685,135,1627.7835575
moving,0.0019335,0.0441942,5.65685,135,1628.7864455
blank,0.00773398,0.176777,1.41421,0,1631.8486832
stationary,0.00773398,0.176777,1.41421,0,1632.8497109
moving,0.00773398,0.176777,1.41421,0,1633.8524563
blank,0.000683594,0.015625,16,90,1636.9595245
stationary,0.000683594,0.015625,16,90,1637.9606593
moving,0.000683594,0.015625,16,90,1638.9660009
blank,0.00273438,0.0625,4,135,1642.0431794
stationary,0.00273438,0.0625,4,135,1643.0441987
moving,0.00273438,0.0625,4,135,1644.0452507
blank,0.00773398,0.176777,1.41421,225,1647.1014999
stationary,0.00773398,0.176777,1.41421,225,1648.1024344
moving,0.00773398,0.176777,1.41421,225,1649.1036075
blank,0.00386699,0.0883883,2.82843,0,1652.1708905
stationary,0.00386699,0.0883883,2.82843,0,1653.1788938
moving,0.00386699,0.0883883,2.82843,0,1654.1801093
blank,0.00386699,0.0883883,2.82843,180,1657.2408022
stationary,0.00386699,0.0883883,2.82843,180,1658.2418272
moving,0.00386699,0.0883883,2.82843,180,1659.2430036
blank,0.00773398,0.176777,1.41421,45,1662.3033263
stationary,0.00773398,0.176777,1.41421,45,1663.3041424
moving,0.00773398,0.176777,1.41421,45,1664.3052709
blank,0.0019335,0.0441942,5.65685,0,1667.3784282
stationary,0.0019335,0.0441942,5.65685,0,1668.3794353
moving,0.0019335,0.0441942,5.65685,0,1669.3845935
blank,0.0109375,0.25,1,225,1672.4434079
stationary,0.0109375,0.25,1,225,1673.4443036
moving,0.0109375,0.25,1,225,1674.4469769
blank,0.00273438,0.0625,4,90,1677.511653
stationary,0.00273438,0.0625,4,90,1678.5127321
moving,0.00273438,0.0625,4,90,1679.5144562
blank,0.00773398,0.176777,1.41421,315,1682.578594
stationary,0.00773398,0.176777,1.41421,315,1683.5795174
moving,0.00773398,0.176777,1.41421,315,1684.5814906
blank,0.000683594,0.015625,16,270,1687.6805762
stationary,0.000683594,0.015625,16,270,1688.6817783
moving,0.000683594,0.015625,16,270,1689.6834484
blank,0.0019335,0.0441942,5.65685,90,1692.7613322
stationary,0.0019335,0.0441942,5.65685,90,1693.7691752
moving,0.0019335,0.0441942,5.65685,90,1694.7722478
blank,0.00086227,0.019709,12.6845,45,1697.8888881
stationary,0.00086227,0.019709,12.6845,45,1698.8896823
moving,0.00086227,0.019709,12.6845,45,1699.8911532
blank,0.0019335,0.0441942,5.65685,45,1702.9764345
stationary,0.0019335,0.0441942,5.65685,45,1703.9838384
moving,0.0019335,0.0441942,5.65685,45,1704.9851156
blank,0.00086227,0.019709,12.6845,225,1708.0830214
stationary,0.00086227,0.019709,12.6845,225,1709.0841443
moving,0.00086227,0.019709,12.6845,225,1710.0852776
blank,0.0109375,0.25,1,90,1713.1436137
stationary,0.0109375,0.25,1,90,1714.144661
moving,0.0109375,0.25,1,90,1715.1456262
blank,0.00386699,0.0883883,2.82843,270,1718.1951718
stationary,0.00386699,0.0883883,2.82843,270,1719.1966375
moving,0.00386699,0.0883883,2.82843,270,1720.1978177
blank,0.00546875,0.125,2,270,1723.2511936
stationary,0.00546875,0.125,2,270,1724.2522234
moving,0.00546875,0.125,2,270,1725.2532538
blank,0.00108388,0.0247745,10.091,225,1728.347665
stationary,0.00108388,0.0247745,10.091,225,1729.3487168
moving,0.00108388,0.0247745,10.091,225,1730.3500582
blank,0.0019335,0.0441942,5.65685,270,1733.4230932
stationary,0.0019335,0.0441942,5.65685,270,1734.4239816
moving,0.0019335,0.0441942,5.65685,270,1735.4270086
blank,0.00086227,0.019709,12.6845,0,1738.5327943
stationary,0.00086227,0.019709,12.6845,0,1739.5338694
moving,0.00086227,0.019709,12.6845,0,1740.5373077
blank,0.000683594,0.015625,16,45,1743.6741156
stationary,0.000683594,0.015625,16,45,1744.6749179
moving,0.000683594,0.015625,16,45,1745.6790604
blank,0.00108388,0.0247745,10.091,0,1748.7757581
stationary,0.00108388,0.0247745,10.091,0,1749.7766126
moving,0.00108388,0.0247745,10.091,0,1750.77955
blank,0.0019335,0.0441942,5.65685,315,1753.8597478
stationary,0.0019335,0.0441942,5.65685,315,1754.8605575
moving,0.0019335,0.0441942,5.65685,315,1755.8626781
blank,0.00273438,0.0625,4,0,1758.9360584
stationary,0.00273438,0.0625,4,0,1759.9369209
moving,0.00273438,0.0625,4,0,1760.9381827
blank,0.00108388,0.0247745,10.091,180,1764.0347384
stationary,0.00108388,0.0247745,10.091,180,1765.0357587
moving,0.00108388,0.0247745,10.091,180,1766.0396618
blank,0.00108388,0.0247745,10.091,135,1769.1303747
stationary,0.00108388,0.0247745,10.091,135,1770.1318111
moving,0.00108388,0.0247745,10.091,135,1771.1331219
blank,0.00546875,0.125,2,45,1774.1983378
stationary,0.00546875,0.125,2,45,1775.1993607
moving,0.00546875,0.125,2,45,1776.2023359
blank,0.0109375,0.25,1,45,1779.2694893
stationary,0.0109375,0.25,1,45,1780.2764798
moving,0.0109375,0.25,1,45,1781.2782601
blank,0.000683594,0.015625,16,0,1784.3954535
stationary,0.000683594,0.015625,16,0,1785.3968363
moving,0.000683594,0.015625,16,0,1786.3980149
blank,0.00108388,0.0247745,10.091,45,1789.495507
stationary,0.00108388,0.0247745,10.091,45,1790.4965619
moving,0.00108388,0.0247745,10.091,45,1791.4977281
blank,0.0109375,0.25,1,270,1794.5505133
stationary,0.0109375,0.25,1,270,1795.5516811
moving,0.0109375,0.25,1,270,1796.5527101
blank,0.00386699,0.0883883,2.82843,45,1799.6157003
stationary,0.00386699,0.0883883,2.82843,45,1800.6167487
moving,0.00386699,0.0883883,2.82843,45,1801.6178764
blank,0.00773398,0.176777,1.41421,180,1804.6743706
stationary,0.00773398,0.176777,1.41421,180,1805.6753187
moving,0.00773398,0.176777,1.41421,180,1806.67843
blank,0.00086227,0.019709,12.6845,135,1809.777389
stationary,0.00086227,0.019709,12.6845,135,1810.7795986
moving,0.00086227,0.019709,12.6845,135,1811.7809649
blank,0.0109375,0.25,1,315,1814.8429718
stationary,0.0109375,0.25,1,315,1815.8439399
moving,0.0109375,0.25,1,315,1816.8451024
blank,0.00273438,0.0625,4,180,1819.9086423
stationary,0.00273438,0.0625,4,180,1820.9096888
moving,0.00273438,0.0625,4,180,1821.9109624
blank,0.00546875,0.125,2,0,1824.9729569
stationary,0.00546875,0.125,2,0,1825.9739129
moving,0.00546875,0.125,2,0,1826.9751749
blank,0.00136719,0.03125,8,45,1830.0688262
stationary,0.00136719,0.03125,8,45,1831.0697848
moving,0.00136719,0.03125,8,45,1832.0709804
blank,0.0019335,0.0441942,5.65685,225,1835.1473152
stationary,0.0019335,0.0441942,5.65685,225,1836.1483088
moving,0.0019335,0.0441942,5.65685,225,1837.1515711
blank,0.00086227,0.019709,12.6845,90,1840.2485103
stationary,0.00086227,0.019709,12.6845,90,1841.2499471
moving,0.00086227,0.019709,12.6845,90,1842.2512617
blank,0.00773398,0.176777,1.41421,135,1845.310214
stationary,0.00773398,0.176777,1.41421,135,1846.3113648
moving,0.00773398,0.176777,1.41421,135,1847.3160922
blank,0.00773398,0.176777,1.41421,90,1850.3803762
stationary,0.00773398,0.176777,1.41421,90,1851.3813297
moving,0.00773398,0.176777,1.41421,90,1852.3852408
blank,0.00136719,0.03125,8,225,1855.4702629
stationary,0.00136719,0.03125,8,225,1856.4713398
moving,0.00136719,0.03125,8,225,1857.4724754
blank,0.0019335,0.0441942,5.65685,180,1860.54547
stationary,0.0019335,0.0441942,5.65685,180,1861.5463984
moving,0.0019335,0.0441942,5.65685,180,1862.5476808
blank,0.00108388,0.0247745,10.091,315,1865.6409381
stationary,0.00108388,0.0247745,10.091,315,1866.6423418
moving,0.00108388,0.0247745,10.091,315,1867.6446619
blank,0.00546875,0.125,2,135,1870.705393
stationary,0.00546875,0.125,2,135,1871.7064534
moving,0.00546875,0.125,2,135,1872.7115699
blank,0.0109375,0.25,1,180,1875.7661827
stationary,0.0109375,0.25,1,180,1876.7671621
moving,0.0109375,0.25,1,180,1877.7682659
blank,0.00136719,0.03125,8,90,1880.8480295
stationary,0.00136719,0.03125,8,90,1881.849135
moving,0.00136719,0.03125,8,90,1882.8502469
blank,0.00773398,0.176777,1.41421,270,1885.9048603
stationary,0.00773398,0.176777,1.41421,270,1886.9058114
moving,0.00773398,0.176777,1.41421,270,1887.9068526
blank,0.000683594,0.015625,16,315,1891.0286424
stationary,0.000683594,0.015625,16,315,1892.0295929
moving,0.000683594,0.015625,16,315,1893.030886
blank,0.00386699,0.0883883,2.82843,135,1896.1060965
stationary,0.00386699,0.0883883,2.82843,135,1897.107054
moving,0.00386699,0.0883883,2.82843,135,1898.1084102
blank,0.00136719,0.03125,8,270,1901.1845399
stationary,0.00136719,0.03125,8,270,1902.185622
moving,0.00136719,0.03125,8,270,1903.1906907
blank,0.00136719,0.03125,8,180,1906.2791801
stationary,0.00136719,0.03125,8,180,1907.2803285
moving,0.00136719,0.03125,8,180,1908.2814798
blank,0.000683594,0.015625,16,180,1911.4070205
stationary,0.000683594,0.015625,16,180,1912.4145188
moving,0.000683594,0.015625,16,180,1913.4156493
blank,0.00273438,0.0625,4,270,1916.4814199
stationary,0.00273438,0.0625,4,270,1917.4824673
moving,0.00273438,0.0625,4,270,1918.4835276
blank,0.0109375,0.25,1,135,1921.5378913
stationary,0.0109375,0.25,1,135,1922.5389267
moving,0.0109375,0.25,1,135,1923.5424726
blank,0.00546875,0.125,2,225,1926.5972637
stationary,0.00546875,0.125,2,225,1927.5986164
moving,0.00546875,0.125,2,225,1928.5998711
blank,0.00273438,0.0625,4,315,1931.6758488
stationary,0.00273438,0.0625,4,315,1932.6778439
moving,0.00273438,0.0625,4,315,1933.6811458
blank,0.00136719,0.03125,8,315,1936.7691269
stationary,0.00136719,0.03125,8,315,1937.7701938
moving,0.00136719,0.03125,8,315,1938.7716934
blank,0.000683594,0.015625,16,225,1941.8971745
stationary,0.000683594,0.015625,16,225,1942.9050063
moving,0.000683594,0.015625,16,225,1943.9061548
blank,0.00136719,0.03125,8,135,1946.9905812
stationary,0.00136719,0.03125,8,135,1947.9915755
moving,0.00136719,0.03125,8,135,1948.9927594
blank,0.00086227,0.019709,12.6845,315,1952.0974993
stationary,0.00086227,0.019709,12.6845,315,1953.0985048
moving,0.00086227,0.019709,12.6845,315,1954.0997893
blank,0.00108388,0.0247745,10.091,90,1957.1915028
stationary,0.00108388,0.0247745,10.091,90,1958.1922145
moving,0.00108388,0.0247745,10.091,90,1959.1950487
blank,0.00386699,0.0883883,2.82843,90,1962.257206
stationary,0.00386699,0.0883883,2.82843,90,1963.2582525
moving,0.00386699,0.0883883,2.82843,90,1964.2631661
blank,0.00546875,0.125,2,180,1967.3189571
stationary,0.00546875,0.125,2,180,1968.3200659
moving,0.00546875,0.125,2,180,1969.3212255
blank,0.00086227,0.019709,12.6845,180,1972.4168854
stationary,0.00086227,0.019709,12.6845,180,1973.4179575
moving,0.00086227,0.019709,12.6845,180,1974.4191049
blank,0.00086227,0.019709,12.6845,270,1977.5129687
stationary,0.00086227,0.019709,12.6845,270,1978.5139958
moving,0.00086227,0.019709,12.6845,270,1979.5153636
blank,0.00386699,0.0883883,2.82843,225,1982.5782732
stationary,0.00386699,0.0883883,2.82843,225,1983.5798714
moving,0.00386699,0.0883883,2.82843,225,1984.5809331
blank,0.000683594,0.015625,16,135,1987.6996975
stationary,0.000683594,0.015625,16,135,1988.7006307
moving,0.000683594,0.015625,16,135,1989.7028558
blank,0.00546875,0.125,2,315,1992.7763975
stationary,0.00546875,0.125,2,315,1993.7772071
moving,0.00546875,0.125,2,315,1994.7816606
blank,0.00273438,0.0625,4,225,1997.8549728
stationary,0.00273438,0.0625,4,225,1998.8556856
moving,0.00273438,0.0625,4,225,1999.8609328
blank,0.00136719,0.03125,8,0,2002.9493321
stationary,0.00136719,0.03125,8,0,2003.9505206
moving,0.00136719,0.03125,8,0,2004.9516471
blank,0.0109375,0.25,1,0,2008.0130978
stationary,0.0109375,0.25,1,0,2009.0145247
moving,0.0109375,0.25,1,0,2010.0157463
blank,0.00546875,0.125,2,90,2013.0713649
stationary,0.00546875,0.125,2,90,2014.0722084
moving,0.00546875,0.125,2,90,2015.0733381
blank,0.00108388,0.0247745,10.091,270,2018.1578919
stationary,0.00108388,0.0247745,10.091,270,2019.1661035
moving,0.00108388,0.0247745,10.091,270,2020.167471
blank,0.00386699,0.0883883,2.82843,315,2023.2405141
stationary,0.00386699,0.0883883,2.82843,315,2024.2414776
moving,0.00386699,0.0883883,2.82843,315,2025.2425355
blank,0.00273438,0.0625,4,45,2028.318628
stationary,0.00273438,0.0625,4,45,2029.3195589
moving,0.00273438,0.0625,4,45,2030.3207377
blank,0.0019335,0.0441942,5.65685,135,2033.3996827
stationary,0.0019335,0.0441942,5.65685,135,2034.4007917
moving,0.0019335,0.0441942,5.65685,135,2035.4026837
blank,0.00773398,0.176777,1.41421,0,2038.4641575
stationary,0.00773398,0.176777,1.41421,0,2039.4650038
moving,0.00773398,0.176777,1.41421,0,2040.4663278
blank,0.000683594,0.015625,16,90,2043.5779021
stationary,0.000683594,0.015625,16,90,2044.579983
moving,0.000683594,0.015625,16,90,2045.5857853
blank,0.00273438,0.0625,4,135,2048.6570404
stationary,0.00273438,0.0625,4,135,2049.65795
moving,0.00273438,0.0625,4,135,2050.6590395
blank,0.00773398,0.176777,1.41421,225,2053.7160319
stationary,0.00773398,0.176777,1.41421,225,2054.7173833
moving,0.00773398,0.176777,1.41421,225,2055.7211056
blank,0.00386699,0.0883883,2.82843,0,2058.7839125
stationary,0.00386699,0.0883883,2.82843,0,2059.7848148
moving,0.00386699,0.0883883,2.82843,0,2060.7861303
blank,0.00386699,0.0883883,2.82843,180,2063.848691
stationary,0.00386699,0.0883883,2.82843,180,2064.8490543
moving,0.00386699,0.0883883,2.82843,180,2065.8502379
blank,0.00773398,0.176777,1.41421,45,2068.9123413
stationary,0.00773398,0.176777,1.41421,45,2069.9137211
moving,0.00773398,0.176777,1.41421,45,2070.914946
blank,0.0019335,0.0441942,5.65685,0,2073.9968624
stationary,0.0019335,0.0441942,5.65685,0,2075.0043513
moving,0.0019335,0.0441942,5.65685,0,2076.005801
blank,0.0109375,0.25,1,225,2079.0629097
stationary,0.0109375,0.25,1,225,2080.064059
moving,0.0109375,0.25,1,225,2081.0656461
blank,0.00273438,0.0625,4,90,2084.1293628
stationary,0.00273438,0.0625,4,90,2085.1307857
moving,0.00273438,0.0625,4,90,2086.1319248
blank,0.00773398,0.176777,1.41421,315,2089.1979197
stationary,0.00773398,0.176777,1.41421,315,2090.1989814
moving,0.00773398,0.176777,1.41421,315,2091.2000112
blank,0.000683594,0.015625,16,270,2094.2998707
stationary,0.000683594,0.015625,16,270,2095.3008935
moving,0.000683594,0.015625,16,270,2096.3054079
blank,0.0019335,0.0441942,5.65685,90,2099.3827903
stationary,0.0019335,0.0441942,5.65685,90,2100.385074
moving,0.0019335,0.0441942,5.65685,90,2101.3863047
blank,0.00086227,0.019709,12.6845,45,2104.5051287
stationary,0.00086227,0.019709,12.6845,45,2105.5059632
moving,0.00086227,0.019709,12.6845,45,2106.5072656
blank,0.0019335,0.0441942,5.65685,45,2109.5913294
stationary,0.0019335,0.0441942,5.65685,45,2110.5923194
moving,0.0019335,0.0441942,5.65685,45,2111.5955949
blank,0.00086227,0.019709,12.6845,225,2114.6975769
stationary,0.00086227,0.019709,12.6845,225,2115.6983139
moving,0.00086227,0.019709,12.6845,225,2116.6996878
blank,0.0109375,0.25,1,90,2119.7589874
stationary,0.0109375,0.25,1,90,2120.7603836
moving,0.0109375,0.25,1,90,2121.7634444
blank,0.00386699,0.0883883,2.82843,270,2124.8185912
stationary,0.00386699,0.0883883,2.82843,270,2125.8197707
moving,0.00386699,0.0883883,2.82843,270,2126.8214437
blank,0.00546875,0.125,2,270,2129.8740008
stationary,0.00546875,0.125,2,270,2130.8750345
moving,0.00546875,0.125,2,270,2131.8761609
blank,0.00108388,0.0247745,10.091,225,2134.9701126
stationary,0.00108388,0.0247745,10.091,225,2135.9710817
moving,0.00108388,0.0247745,10.091,225,2136.9722682
blank,0.0019335,0.0441942,5.65685,270,2140.0453473
stationary,0.0019335,0.0441942,5.65685,270,2141.0462116
moving,0.0019335,0.0441942,5.65685,270,2142.0491925
blank,0.00086227,0.019709,12.6845,0,2145.1484506
stationary,0.00086227,0.019709,12.6845,0,2146.1493597
moving,0.00086227,0.019709,12.6845,0,2147.1506886
blank,0.000683594,0.015625,16,45,2150.2747362
stationary,0.000683594,0.015625,16,45,2151.2752883
moving,0.000683594,0.015625,16,45,2152.2765719
blank,0.00108388,0.0247745,10.091,0,2155.3703293
stationary,0.00108388,0.0247745,10.091,0,2156.3716939
moving,0.00108388,0.0247745,10.091,0,2157.3730279
blank,0.0019335,0.0441942,5.65685,315,2160.4531666
stationary,0.0019335,0.0441942,5.65685,315,2161.4612624
moving,0.0019335,0.0441942,5.65685,315,2162.4623777
blank,0.00273438,0.0625,4,0,2165.5378204
stationary,0.00273438,0.0625,4,0,2166.5387258
moving,0.00273438,0.0625,4,0,2167.5418807
blank,0.00108388,0.0247745,10.091,180,2170.6384696
stationary,0.00108388,0.0247745,10.091,180,2171.6395877
moving,0.00108388,0.0247745,10.091,180,2172.6407085
blank,0.00108388,0.0247745,10.091,135,2175.737991
stationary,0.00108388,0.0247745,10.091,135,2176.7388017
moving,0.00108388,0.0247745,10.091,135,2177.74015
blank,0.00546875,0.125,2,45,2180.8069133
stationary,0.00546875,0.125,2,45,2181.807986
moving,0.00546875,0.125,2,45,2182.8109893
blank,0.0109375,0.25,1,45,2185.8745322
stationary,0.0109375,0.25,1,45,2186.8754563
moving,0.0109375,0.25,1,45,2187.8792966
blank,0.000683594,0.015625,16,0,2190.9982201
stationary,0.000683594,0.015625,16,0,2192.005609
moving,0.000683594,0.015625,16,0,2193.0100234
blank,0.00108388,0.0247745,10.091,45,2196.1085808
stationary,0.00108388,0.0247745,10.091,45,2197.1096722
moving,0.00108388,0.0247745,10.091,45,2198.1111927
blank,0.0109375,0.25,1,270,2201.1635068
stationary,0.0109375,0.25,1,270,2202.1646456
moving,0.0109375,0.25,1,270,2203.1655772
blank,0.00386699,0.0883883,2.82843,45,2206.2289053
stationary,0.00386699,0.0883883,2.82843,45,2207.2297828
moving,0.00386699,0.0883883,2.82843,45,2208.2323679
blank,0.00773398,0.176777,1.41421,180,2211.2899355
stationary,0.00773398,0.176777,1.41421,180,2212.2907003
moving,0.00773398,0.176777,1.41421,180,2213.2949883
blank,0.00086227,0.019709,12.6845,135,2216.3937978
stationary,0.00086227,0.019709,12.6845,135,2217.394789
moving,0.00086227,0.019709,12.6845,135,2218.3991359
blank,0.0109375,0.25,1,315,2221.4616055
stationary,0.0109375,0.25,1,315,2222.4626676
moving,0.0109375,0.25,1,315,2223.4636789
blank,0.00273438,0.0625,4,180,2226.5242579
stationary,0.00273438,0.0625,4,180,2227.5256331
moving,0.00273438,0.0625,4,180,2228.5290751
blank,0.00546875,0.125,2,0,2231.5923304
stationary,0.00546875,0.125,2,0,2232.593401
moving,0.00546875,0.125,2,0,2233.5944849
blank,0.00136719,0.03125,8,45,2236.6788309
stationary,0.00136719,0.03125,8,45,2237.6796303
moving,0.00136719,0.03125,8,45,2238.6836594
blank,0.0019335,0.0441942,5.65685,225,2241.7566272
stationary,0.0019335,0.0441942,5.65685,225,2242.757548
moving,0.0019335,0.0441942,5.65685,225,2243.7606804
blank,0.00086227,0.019709,12.6845,90,2246.8581329
stationary,0.00086227,0.019709,12.6845,90,2247.8595666
moving,0.00086227,0.019709,12.6845,90,2248.8617617
blank,0.00773398,0.176777,1.41421,135,2251.9196739
stationary,0.00773398,0.176777,1.41421,135,2252.9206061
moving,0.00773398,0.176777,1.41421,135,2253.9217307
blank,0.00773398,0.176777,1.41421,90,2256.977777
stationary,0.00773398,0.176777,1.41421,90,2257.9787673
moving,0.00773398,0.176777,1.41421,90,2258.9800414
blank,0.00136719,0.03125,8,225,2262.0642685
stationary,0.00136719,0.03125,8,225,2263.0653582
moving,0.00136719,0.03125,8,225,2264.0665351
blank,0.0019335,0.0441942,5.65685,180,2267.1395927
stationary,0.0019335,0.0441942,5.65685,180,2268.1407845
moving,0.0019335,0.0441942,5.65685,180,2269.1420167
blank,0.00108388,0.0247745,10.091,315,2272.239972
stationary,0.00108388,0.0247745,10.091,315,2273.240971
moving,0.00108388,0.0247745,10.091,315,2274.2421302
blank,0.00546875,0.125,2,135,2277.3060435
stationary,0.00546875,0.125,2,135,2278.3069945
moving,0.00546875,0.125,2,135,2279.3096134
blank,0.0109375,0.25,1,180,2282.3632124
stationary,0.0109375,0.25,1,180,2283.3642224
moving,0.0109375,0.25,1,180,2284.3653516
blank,0.00136719,0.03125,8,90,2287.443056
stationary,0.00136719,0.03125,8,90,2288.4439541
moving,0.00136719,0.03125,8,90,2289.4452326
blank,0.00773398,0.176777,1.41421,270,2292.4951578
stationary,0.00773398,0.176777,1.41421,270,2293.4961178
moving,0.00773398,0.176777,1.41421,270,2294.5035832
blank,0.000683594,0.015625,16,315,2297.6242458
stationary,0.000683594,0.015625,16,315,2298.6250426
moving,0.000683594,0.015625,16,315,2299.6268048
blank,0.00386699,0.0883883,2.82843,135,2302.7040145
stationary,0.00386699,0.0883883,2.82843,135,2303.7048674
moving,0.00386699,0.0883883,2.82843,135,2304.7060586
blank,0.00136719,0.03125,8,270,2307.7793566
stationary,0.00136719,0.03125,8,270,2308.7803225
moving,0.00136719,0.03125,8,270,2309.7815635
blank,0.00136719,0.03125,8,180,2312.8581683
stationary,0.00136719,0.03125,8,180,2313.8588821
moving,0.00136719,0.03125,8,180,2314.8602398
blank,0.000683594,0.015625,16,180,2317.9745271
stationary,0.000683594,0.015625,16,180,2318.9753289
moving,0.000683594,0.015625,16,180,2319.9765282
blank,0.00273438,0.0625,4,270,2323.0349314
stationary,0.00273438,0.0625,4,270,2324.0363582
moving,0.00273438,0.0625,4,270,2325.0384875
blank,0.0109375,0.25,1,135,2328.0931284
stationary,0.0109375,0.25,1,135,2329.0941056
moving,0.0109375,0.25,1,135,2330.0952112
blank,0.00546875,0.125,2,225,2333.1524895
stationary,0.00546875,0.125,2,225,2334.1534425
moving,0.00546875,0.125,2,225,2335.1565683
blank,0.00273438,0.0625,4,315,2338.2304461
stationary,0.00273438,0.0625,4,315,2339.2313037
moving,0.00273438,0.0625,4,315,2340.2362118
blank,0.00136719,0.03125,8,315,2343.323768
stationary,0.00136719,0.03125,8,315,2344.3247971
moving,0.00136719,0.03125,8,315,2345.32598
blank,0.000683594,0.015625,16,225,2348.4498731
stationary,0.000683594,0.015625,16,225,2349.4573948
moving,0.000683594,0.015625,16,225,2350.4585641
blank,0.00136719,0.03125,8,135,2353.5429996
stationary,0.00136719,0.03125,8,135,2354.5437716
moving,0.00136719,0.03125,8,135,2355.5451051
blank,0.00086227,0.019709,12.6845,315,2358.6485886
stationary,0.00086227,0.019709,12.6845,315,2359.649534
moving,0.00086227,0.019709,12.6845,315,2360.6531195
blank,0.00108388,0.0247745,10.091,90,2363.7514818
stationary,0.00108388,0.0247745,10.091,90,2364.7525592
moving,0.00108388,0.0247745,10.091,90,2365.7536859
blank,0.00386699,0.0883883,2.82843,90,2368.817048
stationary,0.00386699,0.0883883,2.82843,90,2369.8178954
moving,0.00386699,0.0883883,2.82843,90,2370.8211315
blank,0.00546875,0.125,2,180,2373.8798299
stationary,0.00546875,0.125,2,180,2374.8807974
moving,0.00546875,0.125,2,180,2375.8820384
blank,0.00086227,0.019709,12.6845,180,2378.9788081
stationary,0.00086227,0.019709,12.6845,180,2379.9802041
moving,0.00086227,0.019709,12.6845,180,2380.9815023
blank,0.00086227,0.019709,12.6845,270,2384.0768429
stationary,0.00086227,0.019709,12.6845,270,2385.0776938
moving,0.00086227,0.019709,12.6845,270,2386.0789777
blank,0.00386699,0.0883883,2.82843,225,2389.1418461
stationary,0.00386699,0.0883883,2.82843,225,2390.1429048
moving,0.00386699,0.0883883,2.82843,225,2391.1481757
blank,0.000683594,0.015625,16,135,2394.2595501
stationary,0.000683594,0.015625,16,135,2395.2604753
moving,0.000683594,0.015625,16,135,2396.2617227
blank,0.00546875,0.125,2,315,2399.3383794
stationary,0.00546875,0.125,2,315,2400.3393836
moving,0.00546875,0.125,2,315,2401.3403998
blank,0.00273438,0.0625,4,225,2404.4148059
stationary,0.00273438,0.0625,4,225,2405.4157497
moving,0.00273438,0.0625,4,225,2406.417007
blank,0.00136719,0.03125,8,0,2409.501261
stationary,0.00136719,0.03125,8,0,2410.5022994
moving,0.00136719,0.03125,8,0,2411.5034939
blank,0.0109375,0.25,1,0,2414.559305
stationary,0.0109375,0.25,1,0,2415.5603191
moving,0.0109375,0.25,1,0,2416.5621819
blank,0.00546875,0.125,2,90,2419.6178114
stationary,0.00546875,0.125,2,90,2420.6188942
moving,0.00546875,0.125,2,90,2421.6199631
blank,0.00108388,0.0247745,10.091,270,2424.7006739
stationary,0.00108388,0.0247745,10.091,270,2425.7017876
moving,0.00108388,0.0247745,10.091,270,2426.7029861
blank,0.00386699,0.0883883,2.82843,315,2429.7774056
stationary,0.00386699,0.0883883,2.82843,315,2430.7785238
moving,0.00386699,0.0883883,2.82843,315,2431.7833593
blank,0.00273438,0.0625,4,45,2434.8546635
stationary,0.00273438,0.0625,4,45,2435.8556289
moving,0.00273438,0.0625,4,45,2436.8589137
blank,0.0019335,0.0441942,5.65685,135,2439.9342609
stationary,0.0019335,0.0441942,5.65685,135,2440.9354
moving,0.0019335,0.0441942,5.65685,135,2441.9368073
blank,0.00773398,0.176777,1.41421,0,2444.9974131
stationary,0.00773398,0.176777,1.41421,0,2445.9991249
moving,0.00773398,0.176777,1.41421,0,2447.0003599
blank,0.000683594,0.015625,16,90,2450.1099318
stationary,0.000683594,0.015625,16,90,2451.1110036
moving,0.000683594,0.015625,16,90,2452.1122139
blank,0.00273438,0.0625,4,135,2455.1870126
stationary,0.00273438,0.0625,4,135,2456.1881439
moving,0.00273438,0.0625,4,135,2457.189104
blank,0.00773398,0.176777,1.41421,225,2460.2441749
stationary,0.00773398,0.176777,1.41421,225,2461.2451038
moving,0.00773398,0.176777,1.41421,225,2462.2462728
blank,0.00386699,0.0883883,2.82843,0,2465.3127719
stationary,0.00386699,0.0883883,2.82843,0,2466.3200782
moving,0.00386699,0.0883883,2.82843,0,2467.3211922
blank,0.00386699,0.0883883,2.82843,180,2470.3791702
stationary,0.00386699,0.0883883,2.82843,180,2471.380243
moving,0.00386699,0.0883883,2.82843,180,2472.3837334
blank,0.00773398,0.176777,1.41421,45,2475.4432994
stationary,0.00773398,0.176777,1.41421,45,2476.4441083
moving,0.00773398,0.176777,1.41421,45,2477.4452898
blank,0.0019335,0.0441942,5.65685,0,2480.5218642
stationary,0.0019335,0.0441942,5.65685,0,2481.5228509
